Input-node Gene Symbol,Input-node GeneID,Output-node Gene Symbol,Output-node GeneID,Edge direction score
ARR3,407,RCOR2,283248,0.952
KCNQ5,56479,DISC1,27185,0.895
LYN,4067,WIPF1,7456,0.798
GOPC,57120,GRID1,2894,0.798
ABI1,10006,HSPA8,3312,0.951
QTRT1,81890,SETDB1,9869,0.984
PEX13,5194,PEX19,5824,0.732
C10orf54,64115,SMAD3,4088,0.952
SNCG,6623,MAPK1,5594,0.951
SKIL,6498,SETDB1,9869,0.966
CDK4,1019,SMAD3,4088,0.936
WISP2,8839,IGF1R,3480,0.974
PTK2,5747,LPXN,9404,0.951
SFRS4,6429,SIP1,8487,0.895
DNPEP,23549,MDFI,4188,0.951
APPL1,26060,PIK3CA,5290,0.596
UBA1,7317,PIAS3,10401,0.901
CSNK2A1,1457,SP1,6667,0.966
GPRASP1,9737,LRP2,4036,0.805
CHEK2,11200,BRCA1,672,0.919
SOX10,6663,ALX4,60529,0.984
PHC1,1911,RNF2,6045,0.966
PDGFRB,5159,JAK2,3717,0.629
TGFBR1,7046,PML,5371,0.951
EPHB6,2051,CRKL,1399,0.999
KIAA1267,284058,KRT15,3866,0.984
YWHAZ,7534,PARD6A,50855,0.821
LMO3,55885,NHLH2,4808,0.952
TGFBR1,7046,CTNNB1,1499,0.901
C7orf64,84060,TAF9,6880,0.984
C8orf33,65265,BRD4,23476,0.952
PRKAR1A,5573,PLEKHF2,79666,0.862
CHMP4C,92421,VPS4A,27183,0.798
CYTH2,9266,CUX1,1523,0.984
HNRNPL,3191,MYLK,4638,0.984
CHMP4B,128866,PIAS2,9063,0.707
DHX9,1660,SSRP1,6749,0.936
TEK,7010,PIK3R1,5295,0.982
CHD3,1107,GPS2,2874,0.951
UBE2I,7329,SOX4,6659,0.936
DNM1,1759,MOBKL3,25843,0.951
UBQLN4,56893,MLLT6,4302,0.984
SST,6750,SSTR3,6753,0.951
PRKCE,5581,SRC,6714,0.778
ACVR1B,91,SMAD4,4089,0.967
ILF3,3609,ILF2,3608,0.902
CTSB,1508,CSTA,1475,0.927
ZAP70,7535,LAT,27040,0.832
MYST2,11143,CBX8,57332,0.984
ZNF135,7694,CDKN1A,1026,0.55
DDR1,780,NCK2,8440,0.999
ARFIP1,27236,SLC2A4,6517,0.8
ZAP70,7535,DEF6,50619,0.927
GSK3A,2931,HSF1,3297,0.984
VIM,7431,ING5,84289,0.951
EZR,7430,FAS,355,0.757
FYN,2534,STAT1,6772,0.951
RAF1,5894,AR,367,0.984
EPHA3,2042,EFNB2,1948,0.998
ANK1,286,SPTAN1,6709,0.951
ERBB4,2066,CD44,960,0.63
ENO2,2026,SUMO4,387082,0.984
TRADD,8717,RIPK1,8737,0.862
RPN2,6185,RBBP4,5928,0.984
ACTG1,71,CAP2,10486,0.895
TRIM24,8805,TAF1B,9014,0.966
INPP5D,3635,CD22,933,0.895
XPC,7508,SMAD1,4086,0.984
TNPO1,3842,RGPD5,84220,0.732
WASL,8976,PRPF40A,55660,0.951
LAT,27040,GAB2,9846,0.951
MAP3K14,9020,NFKB2,4791,0.984
HNRNPH3,3189,MAPK6,5597,0.901
COPS5,10987,GPS1,2873,0.837
RASD2,23551,SMURF1,57154,0.984
COL17A1,1308,CLSTN1,22883,0.895
IK,3550,SUPT5H,6829,0.966
NRXN2,9379,MACF1,23499,0.994
MITF,4286,TFE3,7030,0.849
IGFBP1,3484,IGF2,3481,0.798
ITGAL,3683,ICAM3,3385,0.995
LYST,1130,ESRRA,2101,0.901
TUBA4A,7277,HDAC6,10013,0.883
RTN3,10313,COL4A3BP,10087,0.558
S100A1,6271,S100A4,6275,0.895
CAV3,859,EGFR,1956,0.87
LRP8,7804,RELN,5649,0.998
PRKDC,5591,SRF,6722,0.952
ZNF512B,57473,SMAD1,4086,0.966
HPCAL4,51440,TSC22D3,1831,0.896
EPB41,2035,NUMA1,4926,0.951
EIF4E,1977,EMX2,2018,0.984
CALM3,808,PLCB3,5331,0.966
KIT,3815,PRKCB,5579,0.951
MAPK6,5597,ZNF775,285971,0.743
ARNTL,406,AHR,196,0.707
STAT3,6774,RELA,5970,0.951
HMMR,3161,MAPK3,5595,0.951
DYNLL1,8655,NDUFA4L2,56901,0.778
RELA,5970,IRF2,3660,0.952
KIAA1377,57562,40179,6303,0.611
PRKCA,5578,OCLN,4950,0.951
XRCC6,2547,MAPK8,5599,0.901
ATM,472,WRN,7486,0.798
UBE2I,7329,WT1,7490,0.707
CASP8,841,IKBKG,8517,0.951
NCOA1,8648,RXRA,6256,0.55
TBP,6908,EP300,2033,0.707
PDCD6IP,10015,KIF11,3832,0.951
MED25,81857,MED8,112950,0.864
HRAS,3265,BRAP,8315,0.732
ACTB,60,NCALD,83988,0.902
NRIP1,8204,NR5A1,2516,0.984
DCN,1634,COL4A1,1282,0.901
DLG4,1742,LRRC1,55227,0.967
SRC,6714,SYN1,6853,0.951
STK35,140901,SMAD4,4089,0.901
PAFAH1B1,5048,CSNK2A1,1457,0.951
BCL2L1,598,TMBIM6,7009,0.896
OS9,10956,SMAD2,4087,0.951
PNKP,11284,XRCC4,7518,0.667
CD40,958,XRCC5,7520,0.967
OSGEP,55644,SF3B3,23450,0.951
HSPB1,3315,MAPKAPK5,8550,0.732
DNAJB6,10049,KRT18,3875,0.667
NRG1,3084,IKZF4,64375,0.952
GRB10,2887,SRC,6714,0.901
DDX39,10212,CIP29,84324,0.768
GRINL1A,81488,UQCRQ,27089,0.558
GFRA1,2674,NCAM1,4684,0.999
CRHR1,1394,GNAO1,2775,0.692
JUNB,3726,BATF,10538,0.984
MYC,4609,GTF2F1,2962,0.823
BAT2,7916,P4HA2,8974,0.855
CBLB,868,SPRY2,10253,0.862
FREQ,23413,PI4KB,5298,0.951
AKAP8L,26993,CDC6,990,0.798
EMID2,136227,TBP,6908,0.984
UBR1,197131,UBE2A,7319,0.798
HTR2B,3357,GNAQ,2776,0.997
PRKAR1A,5573,PYCARD,29108,0.952
CACNA1B,774,RIMS1,22999,0.732
PPP1CC,5501,WBP11,51729,0.558
PLXNB3,5365,RIT2,6014,0.967
COPS5,10987,RORA,6095,0.984
PRLR,5618,GH1,2688,0.995
EP300,2033,CTBP1,1487,0.936
GLB1,2720,CSNK2B,1460,0.743
TLN1,7094,PTK2,5747,0.901
TNFRSF11A,8792,SRC,6714,0.873
PARP2,10038,PARP1,142,0.732
SIL1,64374,PIP4K2A,5305,0.558
SMAD3,4088,GLI3,2737,0.984
PAFAH1B3,5050,SUMO2,6613,0.901
COPS6,10980,ERH,2079,0.704
LDLRAP1,26119,TFAP2A,7020,0.984
PLCG1,5335,DAPP1,27071,0.895
MCM7,4176,CDC6,990,0.798
RHEB,6009,RAF1,5894,0.558
CRELD2,79174,ZNF8,7554,0.926
DOM3Z,1797,UPF1,5976,0.895
PSMC5,5705,PSMC4,5704,0.732
C14orf1,11161,NR1H2,7376,0.743
WIPF1,7456,EIF2AK2,5610,0.798
GIT1,28964,TXNDC9,10190,0.951
EEF1G,1937,GSK3B,2932,0.901
EP300,2033,TACC2,10579,0.984
RAP1GDS1,5910,HRAS,3265,0.798
MED8,112950,MED12,9968,0.984
TNIP1,10318,A2BP1,54715,0.951
NCK1,4690,TNK2,10188,0.998
NFKBIZ,64332,NFKB1,4790,0.8
BMPR1B,658,SMAD7,4092,0.998
IQGAP2,10788,CALM1,801,0.922
INPP5K,51763,PFDN1,5201,0.901
SNTA1,6640,KIF1B,23095,0.901
FUT4,2526,CR1,1378,0.862
TAF1,6872,JUN,3725,0.707
CBL,867,ITCH,83737,0.951
BEND7,222389,NIF3L1,60491,0.951
IPO8,10526,KPNB1,3837,0.895
SYT4,6860,STX2,2054,0.8
BCAR1,9564,VPS11,55823,0.595
CHEK2,11200,PPP2R5C,5527,0.903
TNFRSF10B,8795,TNFRSF10A,8797,0.879
APBB1IP,54518,VASP,7408,0.896
CD14,929,LTF,4057,0.862
IRS1,3667,CSNK2A1,1457,0.951
PRKX,5613,PRKAR2A,5576,0.798
SHC1,6464,EGFR,1956,0.756
RPL8,6132,DUSP23,54935,0.558
CENPB,1059,PARP1,142,0.951
GAS1,2619,DLK1,8788,0.951
PRKRA,8575,NKRF,55922,0.952
SEMA5B,54437,FAM118B,79607,0.895
UBQLN1,29979,CHRNA4,1137,0.901
PRKCA,5578,CD163,9332,0.951
PDPK1,5170,ZC3HC1,51530,0.732
RPS6KA6,27330,SAP30BP,29115,0.952
PTPRC,5788,RASA1,5921,0.862
SLC8A2,6543,YWHAQ,10971,0.798
FBP1,2203,ASCC2,84164,0.558
PVR,5817,AP1M2,10053,0.993
FADD,8772,HIPK3,10114,0.951
RTDR1,27156,SMAD4,4089,0.895
NGFR,4804,ANXA7,310,0.903
UBQLN1,29979,ASCL1,429,0.952
ACTC1,70,AFAP1,60312,0.951
AKT2,208,PDPK1,5170,0.984
CALR,811,NR3C1,2908,0.994
GLB1,2720,PLK1,5347,0.558
VCP,7415,UBOX5,22888,0.961
PFDN1,5201,PDE4DIP,9659,0.743
L1CAM,3897,CNTN2,6900,0.951
KIAA1217,56243,EXOSC5,56915,0.966
RPN1,6184,DPF1,8193,0.984
MME,4311,LYN,4067,0.935
ITGA5,3678,TNC,3371,0.999
CRKRS,51755,SFRS2,6427,0.732
PXN,5829,GSN,2934,0.778
CHUK,1147,NFKB1,4790,0.984
LAT,27040,GRAP2,9402,0.945
TP53,7157,TP53RK,112858,0.732
CCBP2,1238,CCL5,6352,0.998
NGFR,4804,TK1,7083,0.967
PKN1,5585,NEUROD2,4761,0.966
MAPK1,5594,TOB1,10140,0.901
IFNAR1,3454,PRKACA,5566,0.909
ZCCHC10,54819,DPPA2,151871,0.732
PIK3CA,5290,TICAM1,148022,0.901
RXRA,6256,DNTTIP2,30836,0.732
MAP3K5,4217,YWHAQ,10971,0.901
S100A1,6271,NIF3L1,60491,0.862
CSF2RB,1439,YWHAZ,7534,0.909
SATB1,6304,SMARCA5,8467,0.984
CTNNB1,1499,IKBKB,3551,0.743
NDRG1,10397,PHYHIP,9796,0.895
RGS1,5996,BICD2,23299,0.964
MCRS1,10445,CCDC53,51019,0.798
COL4A3,1285,ANTXR2,118429,0.862
DNAJB1,3337,HSF1,3297,0.984
TRAF6,7189,MAP2K6,5608,0.951
TLN1,7094,C2orf3,6936,0.951
SP1,6667,NR5A1,2516,0.952
FEZ1,9638,CIB1,10519,0.901
AR,367,NFKB1,4790,0.707
CNTROB,116840,LYST,1130,0.895
PLTP,5360,ABCA1,19,0.895
VDR,7421,HMGN3,9324,0.558
VCP,7415,NSFL1C,55968,0.987
EPS8,2059,PLDN,26258,0.901
PTN,5764,RPLP1,6176,0.951
TOPBP1,11073,POLE,5426,0.798
HDAC1,3065,NR2F2,7026,0.966
CDK3,1018,CCNA2,890,0.989
DST,667,DCTN1,1639,0.951
ATP5B,506,PSME3,10197,0.798
GORASP2,26003,BLZF1,8548,0.984
MCM10,55388,MCM2,4171,0.895
IRS1,3667,NPM1,4869,0.862
RAB11FIP2,22841,AP2A1,160,0.895
GAS1,2619,BIRC2,329,0.681
SMN2,6607,SNRPB,6628,0.964
CCL5,6352,SDC4,6385,0.692
MAPKAPK2,9261,PHC2,1912,0.862
FYN,2534,PLCG2,5336,0.862
CAPN1,823,SPTAN1,6709,0.821
TRAF2,7186,BCL10,8915,0.753
PTPN11,5781,STAT5B,6777,0.967
PSMC1,5700,PIAS3,10401,0.862
PTK2,5747,ROCK1,6093,0.951
SSPO,23145,EP400,57634,0.984
NCOR1,9611,THRA,7067,0.902
INSR,3643,CAV1,857,0.77
ITGB7,3695,MADCAM1,8174,0.654
ABL1,25,XRCC6,2547,0.901
DBF4,10926,ORC2L,4999,0.895
CDC37,11140,CRYM,1428,0.8
OPRK1,4986,GNA15,2769,0.997
PTK2,5747,STAT1,6772,0.901
SIAH1,6477,AFF4,27125,0.984
HDAC7,51564,NCOR2,9612,0.984
HSP90AA1,3320,RPS3A,6189,0.951
FIGF,2277,FLT4,2324,0.679
TUBA1A,7846,GSK3B,2932,0.901
PSMD11,5717,MED31,51003,0.952
PRKACA,5566,PDC,5132,0.862
MMP11,4320,PRPF40A,55660,0.895
DEK,7913,TFAP2A,7020,0.952
RGS7,6000,GNB5,10681,0.901
PRSS23,11098,SHMT1,6470,0.732
GZMB,3002,CASP3,836,0.919
SF1,7536,TAF15,8148,0.966
AQP4,361,CSNK2A2,1459,0.798
ITGB1,3688,FN1,2335,0.931
DAB1,1600,PLCG1,5335,0.869
ATPIF1,93974,GSK3B,2932,0.901
ESR1,2099,THRA,7067,0.984
MYC,4609,NFYB,4801,0.984
BMP6,654,SMAD5,4090,0.952
ODF1,4956,KLC1,3831,0.558
IL18RAP,8807,IL18,3606,0.999
OFD1,8481,KIAA1128,54462,0.732
SLC8A1,6546,YWHAB,7529,0.895
BMPR1B,658,PPP2CA,5515,0.963
NOTCH2,4853,DTX1,1840,0.967
FIBP,9158,CSNK2A1,1457,0.862
INPPL1,3636,ABL1,25,0.87
CD47,961,RHAG,6005,0.654
PLCG2,5336,NCKIPSD,51517,0.862
CNTNAP2,26047,KCNA2,3737,0.895
RGS7,6000,SNAPIN,23557,0.611
SRF,6722,ELF1,1997,0.966
WDR73,84942,DAZAP2,9802,0.743
ARF6,382,ARRB2,409,0.692
SLC35E1,79939,ABCF3,55324,0.558
PTPN11,5781,PRKCA,5578,0.909
NTRK2,4915,BDNF,627,0.995
MAGI3,260425,PTEN,5728,0.862
RXRA,6256,THRB,7068,0.901
SALL1,6299,HDAC1,3065,0.707
STX11,8676,CCNK,8812,0.743
PLSCR1,5359,C12orf12,196477,0.951
TP53,7157,TAF1C,9013,0.966
TNFRSF1A,7132,RIPK2,8767,0.901
COG5,10466,MEFV,4210,0.896
DLG1,1739,KCNA5,3741,0.988
FGFR4,2264,FGF4,2249,0.998
C1orf190,541468,LOC170082,170082,0.895
VCL,7414,EIF4E,1977,0.984
PRKCA,5578,FSCN1,6624,0.821
FER,2241,YWHAB,7529,0.901
CKM,1158,FHL2,2274,0.745
PRKCD,5580,CREBBP,1387,0.984
AKAP13,11214,YWHAE,7531,0.901
CENPB,1059,GFI1B,8328,0.966
RHO,6010,PPP2CA,5515,0.999
TNFRSF8,943,TTRAP,51567,0.999
CBX1,10951,TRIM24,8805,0.966
KIAA0408,9729,TLE1,7088,0.902
CAMK2A,815,ACTN1,87,0.901
NDN,4692,HIF1A,3091,0.984
EEF1G,1937,LZTS1,11178,0.984
DUSP6,1848,MDFI,4188,0.901
ITGB4,3691,PRKCD,5580,0.899
PIP5K1A,8394,ARF1,375,0.605
NUDT3,11165,MAF1,84232,0.862
NIF3L1,60491,MAPRE2,10982,0.895
GNB2L1,10399,TSC22D4,81628,0.984
SSTR3,6753,TP53,7157,0.952
HSPBP1,23640,HSPA1B,3304,0.558
PARK2,5071,SYT11,23208,0.951
RHEBL1,121268,ACVR1,90,0.695
TGFA,7039,MAGI2,9863,0.901
ZFPM2,23414,GATA3,2625,0.952
IRF7,3665,KAT2A,2648,0.984
HSPA1A,3303,WDR16,146845,0.895
PRPF40A,55660,ZNF451,26036,0.951
EPHA7,2045,EFNA4,1945,0.986
COPS6,10980,MNAT1,4331,0.984
RHOXF2,84528,PLOD3,8985,0.798
ITGB3,3690,SRC,6714,0.967
PTK2B,2185,EGFR,1956,0.756
PTN,5764,TAF1D,79101,0.862
PDGFRA,5156,GRB14,2888,0.999
C6orf165,154313,RNF138,51444,0.895
RNF2,6045,BMI1,648,0.55
DDX17,10521,NCOA1,8648,0.984
SIGLEC10,89790,FLNA,2316,0.704
HIPK2,28996,TP63,8626,0.984
EEA1,8411,RAB5C,5878,0.895
PDGFRB,5159,STAT1,6772,0.994
OLFM2,93145,PKM2,5315,0.951
CD226,10666,PVRL2,5819,0.692
ACTR2,10097,ARPC1B,10095,0.999
SNTB2,6645,SCN5A,6331,0.862
COPS6,10980,RBX1,9978,0.984
NRIP1,8204,NR0B1,190,0.952
EFEMP1,2202,RERE,473,0.984
ACVR1,90,UBE2E3,10477,0.984
ING4,51147,EP300,2033,0.707
SLCO1A2,6579,SLC9A3R2,9351,0.87
CALCR,799,FLNA,2316,0.946
MBD1,4152,SMAD1,4086,0.707
XPC,7508,GTF2H1,2965,0.964
FXYD6,53826,BCAR1,9564,0.988
ERCC2,2068,GTF2H2,2966,0.984
EEF1G,1937,GADD45G,10912,0.778
DVL3,1857,CSNK1E,1454,0.902
BTRC,8945,UBE2D2,7322,0.547
INSR,3643,GAB1,2549,0.901
PDCD6IP,10015,TTF2,8458,0.951
CASP3,836,CDC2L1,984,0.951
PRPF40A,55660,CUL1,8454,0.952
ITGA1,3672,MATN1,4146,0.998
FXYD6,53826,TRIM27,5987,0.998
KRTAP4-12,83755,DBF4B,80174,0.558
SMURF1,57154,SMAD6,4091,0.936
EEF1B2,1933,CSNK2A1,1457,0.862
CCNE1,898,NBN,4683,0.798
SERPINH1,871,FEZ1,9638,0.901
MED31,51003,ZBTB45,84878,0.952
RFX6,222546,RFX3,5991,0.984
COL4A3BP,10087,POM121,9883,0.895
WWP1,11059,NFE2,4778,0.952
CENPB,1059,GSK3B,2932,0.595
NCOA3,8202,PPARG,5468,0.823
SPRY2,10253,SPRYD5,84767,0.798
LCK,3932,NFKBIA,4792,0.951
DUSP1,1843,MAPK14,1432,0.895
LRP1,4035,APBB1,322,0.951
SERPINE1,5054,IGFBP5,3488,0.951
SIX1,6495,EYA1,2138,0.55
HLA-DRB1,3123,TRA@,6955,0.745
PLSCR1,5359,KRTAP4-12,83755,0.901
FOS,2353,XBP1,7494,0.984
ATXN1,6310,ANKHD1,54882,0.951
TNFRSF1A,7132,LTBP3,4054,0.743
TLE1,7088,SIX6,4990,0.952
IL2RB,3560,GNB2L1,10399,0.999
NGFR,4804,NDN,4692,0.967
RAC1,5879,OCRL,4952,0.895
APOH,350,LRP2,4036,0.974
MSN,4478,PRKCQ,5588,0.951
PEA15,8682,LUC7L2,51631,0.895
HMP19,51617,RPS27,6232,0.967
BAT3,7917,FAM173A,65990,0.901
ATXN3,4287,MKNK1,8569,0.895
MAPRE3,22924,LMO2,4005,0.895
GPRIN2,9721,DYNLL2,140735,0.798
PDIA3,2923,STAT3,6774,0.87
GNA13,10672,MCF2,4168,0.903
STX1A,6804,VIM,7431,0.743
SHC1,6464,PIK3R1,5295,0.589
MAPK1,5594,TSC2,7249,0.883
NACAD,23148,NR4A1,3164,0.951
XRN1,54464,EXOSC1,51013,0.895
EWSR1,2130,SSBP2,23635,0.951
TRAF3,7187,GRIN2D,2906,0.967
STAT6,6778,IRF4,3662,0.902
ABI2,10152,KRT15,3866,0.984
CALM3,808,AKAP9,10142,0.936
BID,637,FBN3,84467,0.798
ADAM17,6868,TGFA,7039,0.558
F11R,50848,PTPRB,5787,0.901
BMPR1B,658,RAB38,23682,0.997
AKAP3,10566,PRKAR2A,5576,0.798
POU2F1,5451,SP1,6667,0.823
XRN1,54464,SKIV2L2,23517,0.984
RUNX1,861,MYST3,7994,0.936
SMAD3,4088,CREBBP,1387,0.966
RP4-691N24.1,22981,LZTS2,84445,0.901
DRD3,1814,FLNA,2316,0.891
CDH5,1003,SRC,6714,0.743
LCK,3932,CDC25C,995,0.951
SYK,6850,TRAF6,7189,0.822
C7orf64,84060,TRIB3,57761,0.821
CPE,1363,MED31,51003,0.952
LDLR,3949,LRPAP1,4043,1
CASP8,841,BCL2L1,598,0.743
SOX8,30812,EGR2,1959,0.902
MAPK6,5597,SPRR2D,6703,0.732
BCL3,602,GTF2A1,2957,0.984
TRPC4AP,26133,CHMP4C,92421,0.837
TIFA,92610,LNX1,84708,0.951
EGFR,1956,PRKCD,5580,0.756
CD247,919,LCK,3932,0.982
HDAC1,3065,SIN3A,25942,0.902
NUDT3,11165,XPNPEP1,7511,0.862
HLA-A,3105,ERBB2,2064,0.77
CSNK2B,1460,USO1,8615,0.901
RAC1,5879,BAIAP2,10458,0.901
PAFAH1B3,5050,LNX1,84708,0.862
RUNX2,860,JUN,3725,0.966
LSM6,11157,SNRPD2,6633,0.951
MAP3K7IP2,23118,MAP3K7,6885,0.732
FOXG1,2290,TLE3,7090,0.895
SBF1,6305,SUV39H1,6839,0.984
POLR2D,5433,POLR2H,5437,0.798
RAB3A,5864,RABGGTB,5876,0.895
NCOA2,10499,CARM1,10498,0.667
YWHAZ,7534,HSPA1B,3304,0.743
RPL8,6132,SUPT5H,6829,0.984
ITPR3,3710,TRPC3,7222,0.967
GSK3B,2932,FRAT1,10023,0.798
RAD23A,5886,XPC,7508,0.895
EPS15,2060,MOBKL3,25843,0.743
GRIN2D,2906,FUS,2521,0.951
CASP2,835,BID,637,0.883
B2M,567,HLA-A,3105,0.746
FZR1,51343,SKIL,6498,0.901
ACTA1,58,RAC1,5879,0.695
NXF1,10482,UPF3A,65110,0.951
RAB14,51552,CHM,1121,0.798
FRAP1,2475,C7orf25,79020,0.895
CD72,971,BLNK,29760,0.798
PTK2,5747,MAPK8IP3,23162,0.589
CSNK2A2,1459,HMGA2,8091,0.952
MEST,4232,CEP70,80321,0.558
DNPEP,23549,ADAMTSL4,54507,0.895
HABP4,22927,TP53,7157,0.984
PEA15,8682,CAMK2G,818,0.732
NAT6,24142,EMG1,10436,0.558
RAB13,5872,SMAD4,4089,0.951
DUSP23,54935,KBTBD7,84078,0.984
ARHGAP5,394,PRKAR2A,5576,0.951
EP300,2033,MEF2A,4205,0.823
STAT3,6774,CP110,9738,0.743
SMAD1,4086,FRZB,2487,0.966
NDUFA4L2,56901,LUC7L2,51631,0.558
CASP3,836,AR,367,0.984
ZAK,51776,ZNF593,51042,0.902
SDC3,9672,CTTN,2017,0.903
CTBP1,1487,HDAC1,3065,0.707
TFAP2B,7021,UBE2I,7329,0.55
INSRR,3645,INSR,3643,1
RAC1,5879,RAP1GDS1,5910,0.951
RHOQ,23433,PFN1,5216,0.798
SH3BP5L,80851,YWHAG,7532,0.966
PML,5371,HDAC1,3065,0.966
TNNT1,7138,CHD3,1107,0.901
PABPC1,26986,GSPT1,2935,0.895
TRAF5,7188,TTRAP,51567,0.862
P4HB,5034,EIF2S1,1965,0.895
SSRP1,6749,CHD1,1105,0.902
IL1F5,26525,SSBP2,23635,0.558
PRSS23,11098,MAPK8IP2,23542,0.901
MUTYH,4595,APEX1,328,0.605
UBA52,7311,RNF11,26994,0.821
BLK,640,BCL2,596,0.951
DGKD,8527,HAX1,10456,0.952
STK4,6789,TP53,7157,0.952
SMURF2,64750,RASL12,51285,0.935
VCL,7414,NONO,4841,0.951
MYLK,4638,PRKD2,25865,0.821
SKP2,6502,CCNA2,890,0.966
MLF1,4291,NRBP1,29959,0.798
IRAK1,3654,DNAJA3,9093,0.862
TK1,7083,MKI67,4288,0.901
ATP6V0C,527,MARK3,4140,0.862
TK1,7083,NKIRAS2,28511,0.743
BLM,641,SUMO2,6613,0.558
EWSR1,2130,TULP2,7288,0.952
SNAP23,8773,STXBP2,6813,0.732
SMAD2,4087,FOXG1,2290,0.966
KIAA1377,57562,RPA2,6118,0.901
CALM1,801,EWSR1,2130,0.743
PPM1B,5495,MAP3K7,6885,0.798
AKT1S1,84335,YWHAG,7532,0.984
GNAQ,2776,GRM4,2914,0.584
PTPN2,5771,SRC,6714,0.901
HLA-DMB,3109,CD74,972,0.895
CDKN3,1033,CEBPA,1050,0.984
TRAIP,10293,FLII,2314,0.732
MYLK,4638,CDT1,81620,0.743
HNF1A,6927,KAT2B,8850,0.966
SFRS1,6426,CLK1,1195,0.895
ING5,84289,TADA3L,10474,0.984
MAPK7,5598,MEF2A,4205,0.96
SMN1,6606,TP53,7157,0.966
NUDT18,79873,KRT15,3866,0.902
EPHB2,2048,ABL2,27,0.919
ANGPT2,285,CSNK2B,1460,0.883
IL2RB,3560,STAT5A,6776,0.999
TERF2IP,54386,XRCC5,7520,0.798
EP300,2033,HOXB6,3216,0.684
ATP2B1,490,THRA,7067,0.952
RAD18,56852,UBE2B,7320,0.964
NOMO1,23420,BAT3,7917,0.756
ESR1,2099,PELP1,27043,0.547
TALDO1,6888,CHD3,1107,0.951
YWHAG,7532,FOXO3,2309,0.902
RBM39,9584,ESR2,2100,0.883
MED19,219541,MED8,112950,0.964
PFDN1,5201,EOMES,8320,0.952
RIPK1,8737,TRIM38,10475,0.984
EXOSC10,5394,EXOSC8,11340,0.989
LIFR,3977,IL6ST,3572,0.891
CBX1,10951,DNMT3A,1788,0.966
APP,351,KLC1,3831,0.951
TBP,6908,FOS,2353,0.55
DLG3,1741,LIN7A,8825,0.987
KIAA0947,23379,JTV1,7965,0.895
CSF1R,1436,LYN,4067,1
PAK1,5058,MAP2K1,5604,0.743
MAPK1,5594,SP1,6667,0.984
CASP9,842,MAPK3,5595,0.951
EPHB6,2051,40179,6303,0.998
CUL3,8452,CAND1,55832,0.984
PRKCD,5580,YWHAG,7532,0.966
CALCOCO2,10241,C9orf86,55684,0.798
FOXO1,2308,YWHAG,7532,0.55
LDLR,3949,DAB1,1600,1
TXK,7294,FYN,2534,0.791
EPB49,2039,ACTC1,70,0.992
PLCG1,5335,CBL,867,0.901
MAGI1,9223,RPS6KA2,6196,0.743
ADAP1,11033,SUB1,10923,0.952
NECAB2,54550,MED14,9282,0.864
IL12RB1,3594,IL12B,3593,0.998
RARA,5914,POU2F1,5451,0.966
MAP4K2,5871,HNRNPA2B1,3181,0.862
GTF2B,2959,PSMC5,5705,0.55
NRXN1,9378,NLGN1,22871,0.998
MYOZ3,91977,ACTN2,88,0.743
NFYB,4801,EP300,2033,0.55
CDK2,1017,CEBPA,1050,0.902
CSNK2A1,1457,SFRS12,140890,0.936
GRIN1,2902,HRAS,3265,0.901
MLLT4,4301,YWHAB,7529,0.951
BEGAIN,57596,ABLIM1,3983,0.901
PLK4,10733,SMAD4,4089,0.901
PCDHA4,56144,SETDB1,9869,0.984
ERBB3,2065,MUC1,4582,0.967
NRIP1,8204,TEX11,56159,0.984
IFNGR2,3460,DNAJA3,9093,0.999
TGFBR1,7046,SMAD2,4087,0.951
SELE,6401,FLNA,2316,0.999
PPP2R1A,5518,SMAD3,4088,0.966
RHOQ,23433,DOCK8,81704,0.732
PRKAR1A,5573,C2orf44,80304,0.951
PAK1,5058,SMAD1,4086,0.984
LIMS1,3987,LPXN,9404,0.558
PAX6,5080,EN1,2019,0.902
RANBP2,5903,KCNA2,3737,0.687
MXD1,4084,HDAC2,3066,0.707
DLG4,1742,KCND2,3751,0.977
FCHSD2,9873,FLJ25770,339965,0.558
EXOSC4,54512,EXOSC7,23016,0.732
STX6,10228,STX7,8417,0.768
AKT1,207,CREB1,1385,0.984
HTR2C,3358,DLG4,1742,0.997
MAPKBP1,23005,MAPK8,5599,0.732
SHC1,6464,GRAP2,9402,0.589
RXRB,6257,NR1I2,8856,0.902
PIAS1,8554,UBE2I,7329,0.55
ARHGAP1,392,HSP90AB1,3326,0.903
ZHX1,11244,7558,7558,0.732
TNNT1,7138,NAGK,55577,0.704
CRK,1398,FYN,2534,0.695
PLA2R1,22925,PLA2G10,8399,0.998
GNB2,2783,GSK3B,2932,0.595
UBQLN4,56893,ZDHHC3,51304,0.951
RAD50,10111,MRE11A,4361,0.605
PRKCQ,5588,CASP3,836,0.951
HNRNPAB,3182,TP63,8626,0.984
DLG1,1739,KIF13B,23303,0.961
ACVR2B,93,INHBA,3624,0.999
PLDN,26258,NDC80,10403,0.798
NR3C1,2908,RELA,5970,0.743
PHYHIP,9796,PNPLA2,57104,0.743
NTRK1,4914,PLCG1,5335,0.962
F11,2160,TFPI2,7980,0.952
TUBA1A,7846,TK1,7083,0.901
INSR,3643,DOK5,55816,0.901
TK1,7083,TRIM46,80128,0.895
EZR,7430,PRKCA,5578,0.909
F2RL1,2150,PLG,5340,0.903
CAMSAP1,157922,SKIL,6498,0.883
